issues_count,issues,PR Number,pr_html_url,Owner,Repo,Agent,pr_info.base_sha,pr_info.merged_sha
0,[],3923,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3923,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],1778,https://github.com/langchain-ai/langsmith-sdk/pull/1778,langchain-ai,langsmith-sdk,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],3423,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3423,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],2756,https://github.com/unitaryfoundation/mitiq/pull/2756,unitaryfoundation,mitiq,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],3678,https://github.com/zenml-io/zenml/pull/3678,zenml-io,zenml,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],8,https://github.com/smat-dev/jinni/pull/8,smat-dev,jinni,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],3554,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3554,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],1567,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1567,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],1414,https://github.com/julep-ai/julep/pull/1414,julep-ai,julep,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],115,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/115,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],100,https://github.com/featureform/enrichmcp/pull/100,featureform,enrichmcp,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],3496,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3496,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],2025,https://github.com/jaseci-labs/jaseci/pull/2025,jaseci-labs,jaseci,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],151,https://github.com/DannyMac180/meta-agent/pull/151,DannyMac180,meta-agent,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],252,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/252,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],3636,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3636,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],1886,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1886,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],2955,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2955,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],2205,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2205,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],49,https://github.com/featureform/enrichmcp/pull/49,featureform,enrichmcp,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
0,[],7,https://github.com/ArcInstitute/SRAgent/pull/7,ArcInstitute,SRAgent,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
1,"[{'key': 'AZtkBrkt09E0Inapj8X8', 'rule': 'python:S1192', 'severity': 'CRITICAL', 'component': 'PR_AGI-Alpha-Agent-v0_2204:tests/test_diff_utils_apply.py', 'project': 'PR_AGI-Alpha-Agent-v0_2204', 'line': 14, 'hash': '40d548f9394ce89e8bda53a953ab66be', 'textRange': {'startLine': 14, 'endLine': 14, 'startOffset': 32, 'endOffset': 42}, 'flows': [{'locations': [{'component': 'PR_AGI-Alpha-Agent-v0_2204:tests/test_diff_utils_apply.py', 'textRange': {'startLine': 23, 'endLine': 23, 'startOffset': 32, 'endOffset': 42}, 'msg': 'Duplication'}]}, {'locations': [{'component': 'PR_AGI-Alpha-Agent-v0_2204:tests/test_diff_utils_apply.py', 'textRange': {'startLine': 33, 'endLine': 33, 'startOffset': 32, 'endOffset': 42}, 'msg': 'Duplication'}]}], 'status': 'OPEN', 'message': 'Define a constant instead of duplicating this literal ""file.txt"" 3 times.', 'effort': '6min', 'debt': '6min', 'author': 'info@montreal.ai', 'tags': ['design'], 'creationDate': '2025-12-28T02:15:05-0600', 'updateDate': '2025-12-28T02:15:05-0600', 'type': 'CODE_SMELL', 'scope': 'MAIN', 'quickFixAvailable': False}]",2204,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2204,MontrealAI,AGI-Alpha-Agent-v0,OpenAI_Codex,c978625cb0e675642dc09ebdd1fe3e059733d283,95c696cb35e4b5bfcd8635f143d911b28327392e
